distance_to_cell_km,rsrp_dbm,rssi_dbm,rsrq_db,sinr_db,interference_dbm,network_load_pct,connected_users,handovers_last_hr,signal_quality_score,signal_quality_label
0.386,-99.82,-75.77,-19.5,4.13,-111.17,2.54,13.0,2,40.21,Fair
0.466,-97.84,-78.92,-17.31,-0.61,-100.22,34.78,39.0,1,39.47,Fair
0.02,-74.49,-54.58,-19.29,14.32,-91.81,81.39,80.0,1,44.19,Fair
1.453,-107.21,-85.75,-19.5,-7.86,-106.06,24.98,46.0,4,29.78,Poor
0.021,-69.24,-52.82,-16.52,23.13,-95.03,59.31,56.0,2,58.92,Good
0.069,-77.55,-57.07,-19.5,17.77,-99.7,37.22,32.0,0,57.69,Good
0.02,-65.93,-45.91,-18.88,30.0,-103.78,19.01,40.0,2,72.29,Good
0.377,-97.16,-83.05,-16.03,1.56,-105.19,24.87,42.0,3,32.3,Poor
1.211,-103.68,-81.14,-19.5,-10.0,-94.97,62.42,54.0,3,18.76,Poor
0.493,-95.91,-73.99,-19.5,-6.29,-95.23,34.91,31.0,2,31.65,Poor
0.778,-100.52,-86.37,-12.35,0.03,-107.96,9.53,24.0,5,45.4,Fair
0.02,-72.36,-53.76,-17.78,27.95,-103.27,10.5,23.0,0,65.59,Good
0.351,-99.05,-81.75,-18.55,3.22,-106.2,21.74,40.0,2,32.53,Poor
0.277,-90.87,-68.62,-19.5,-4.97,-95.28,51.53,43.0,0,22.07,Poor
0.311,-100.71,-86.94,-13.05,-10.0,-96.87,36.18,50.0,4,30.47,Poor
0.034,-75.89,-47.08,-19.5,16.03,-98.63,28.66,28.0,3,49.72,Fair
0.519,-108.54,-91.06,-17.49,-6.95,-108.36,28.85,35.0,1,24.84,Poor
0.315,-99.33,-79.12,-19.5,-10.0,-95.91,34.74,32.0,4,24.81,Poor
0.652,-103.81,-81.64,-19.5,-8.81,-102.13,37.18,46.0,1,20.11,Poor
0.299,-89.15,-71.74,-18.84,10.19,-103.38,32.43,37.0,5,51.44,Fair
0.073,-78.61,-60.95,-17.05,22.94,-103.86,30.01,44.0,0,50.06,Fair
0.47,-99.68,-83.19,-15.98,-10.0,-92.35,45.28,65.0,4,26.88,Poor
0.085,-79.79,-64.44,-18.71,5.08,-93.26,69.55,59.0,0,33.25,Poor
0.926,-99.8,-80.98,-17.75,-0.26,-106.68,15.04,36.0,3,38.31,Fair
0.427,-97.28,-79.68,-17.08,-0.19,-103.32,25.95,37.0,0,36.87,Fair
0.077,-87.38,-70.9,-16.0,5.84,-101.46,32.26,36.0,3,44.99,Fair
1.476,-108.22,-91.57,-16.33,-10.0,-98.97,36.88,46.0,4,28.56,Poor
0.329,-94.76,-75.03,-19.5,9.29,-106.63,22.42,42.0,1,41.45,Fair
0.034,-79.83,-64.22,-16.15,19.28,-105.59,13.81,21.0,3,60.38,Good
0.444,-95.49,-78.23,-16.4,2.23,-103.64,39.67,44.0,6,39.44,Fair
0.131,-85.32,-64.62,-19.5,14.11,-104.0,35.34,45.0,1,46.71,Fair
0.733,-99.53,-80.79,-17.82,-1.48,-103.3,24.87,36.0,3,27.14,Poor
0.766,-100.58,-85.73,-16.82,-10.0,-97.18,43.13,48.0,5,21.8,Poor
1.737,-105.88,-87.95,-19.2,-10.0,-82.05,88.49,72.0,3,21.38,Poor
0.314,-94.67,-75.36,-16.27,-2.53,-98.9,56.77,65.0,0,32.69,Poor
0.273,-91.95,-70.98,-19.5,2.68,-98.39,33.41,37.0,7,34.17,Poor
0.63,-101.59,-85.86,-15.31,-3.81,-99.47,56.6,57.0,2,21.2,Poor
0.064,-82.59,-66.26,-15.7,19.66,-108.92,17.64,35.0,1,66.24,Good
0.356,-89.71,-73.79,-15.75,15.38,-107.8,9.42,26.0,3,53.73,Fair
0.356,-103.22,-87.16,-15.92,-10.0,-98.8,31.28,33.0,2,21.76,Poor
0.042,-73.2,-53.98,-19.03,19.29,-94.35,61.2,50.0,3,57.41,Good
0.244,-94.25,-74.47,-19.45,-0.45,-100.05,35.72,38.0,0,31.0,Poor
0.864,-105.74,-84.58,-19.5,-10.0,-95.79,46.62,57.0,1,15.54,Poor
0.873,-101.78,-84.05,-17.12,-5.89,-102.63,26.86,30.0,3,29.88,Poor
0.047,-83.59,-69.8,-13.05,10.89,-99.27,28.28,37.0,1,58.05,Good
0.043,-80.09,-60.08,-19.5,10.6,-98.33,42.63,37.0,2,42.07,Fair
0.137,-90.2,-71.73,-19.5,-1.72,-92.68,38.69,47.0,3,34.21,Poor
0.935,-104.31,-86.13,-19.5,-5.0,-103.48,26.45,42.0,4,24.25,Poor
0.062,-83.22,-69.07,-13.94,14.19,-105.11,12.79,28.0,1,57.36,Good
0.573,-92.77,-75.36,-18.53,-2.94,-92.48,74.4,50.0,1,23.12,Poor
0.048,-70.62,-56.2,-13.78,28.23,-102.61,43.21,54.0,1,73.3,Good
0.439,-104.96,-85.51,-19.5,0.17,-109.24,27.18,39.0,0,36.58,Fair
0.198,-87.8,-71.09,-18.04,14.11,-107.77,37.78,37.0,0,49.34,Fair
0.7,-97.48,-81.04,-16.07,,-101.45,36.19,41.0,1,29.75,Poor
0.12,-83.47,-70.08,-12.46,15.36,-101.94,9.83,17.0,2,64.43,Good
0.459,-99.88,-78.8,-19.5,-6.97,-97.51,38.75,36.0,5,24.01,Poor
0.121,-86.7,-69.48,-16.39,15.22,-107.55,5.26,20.0,2,52.38,Fair
0.563,-102.01,-83.75,-18.75,-10.0,-94.23,67.59,68.0,1,18.94,Poor
0.931,-105.07,-89.28,-15.88,-10.0,-104.82,6.06,,5,30.28,Poor
0.061,-84.69,-71.64,-14.45,4.92,-98.02,38.23,38.0,1,45.28,Fair
0.906,-103.62,-87.21,-16.83,2.76,-110.51,16.19,30.0,2,29.83,Poor
0.405,-102.19,-85.3,-15.95,-10.0,-84.2,92.35,76.0,4,12.64,Poor
0.061,-80.67,-61.79,-18.86,14.1,-100.87,44.05,41.0,1,42.53,Fair
0.251,-97.02,-80.09,-16.37,-8.13,-95.99,54.37,43.0,1,31.61,Poor
0.079,-81.23,-65.38,-17.15,16.24,-103.26,40.29,56.0,2,61.26,Good
0.542,-101.42,-87.93,-15.35,-10.0,-95.02,36.22,35.0,2,27.44,Poor
0.64,-98.98,-80.83,-18.41,-10.0,-94.11,76.72,74.0,5,21.62,Poor
0.05,-73.88,-58.27,-16.28,10.43,-90.16,67.65,73.0,0,46.56,Fair
0.317,-87.7,-65.74,-19.5,1.73,-93.18,52.41,53.0,2,37.01,Fair
0.758,-111.72,-93.27,-18.07,-10.0,-102.51,23.99,37.0,1,24.22,Poor
1.238,-109.2,-89.51,-18.99,-10.0,-98.51,42.29,47.0,3,20.97,Poor
0.324,-95.46,-78.2,-17.81,4.23,-106.44,22.44,40.0,0,42.36,Fair
1.351,-104.78,-86.17,-18.24,-5.96,-104.17,25.34,27.0,7,26.85,Poor
0.345,-101.39,-86.06,-15.85,-4.5,-103.85,38.22,42.0,3,33.54,Poor
0.226,-95.03,-80.57,-14.79,-0.85,-99.03,37.44,39.0,0,44.73,Fair
0.848,-102.06,-84.01,-17.4,-2.9,-101.44,28.58,36.0,7,30.9,Poor
0.306,-93.39,-73.68,-19.5,-1.63,-96.54,62.04,53.0,0,29.22,Poor
0.287,-91.69,-79.52,-11.08,4.84,-96.88,49.37,51.0,3,51.5,Fair
0.303,-91.89,-75.39,-18.33,3.08,-100.88,35.15,44.0,1,43.03,Fair
0.844,-101.18,-77.66,-19.5,3.21,-107.58,19.15,25.0,6,30.2,Poor
0.803,-101.33,-81.89,-17.66,-8.94,-93.92,64.44,55.0,5,25.66,Poor
0.233,-91.14,-68.53,-19.5,-8.13,-85.28,71.13,62.0,0,24.18,Poor
0.182,-86.61,-70.51,-16.66,3.06,-95.53,63.98,56.0,3,34.63,Poor
0.305,-102.66,-86.04,-16.5,-1.81,-103.56,44.44,45.0,2,28.87,Poor
0.383,-89.5,-68.6,-19.5,7.83,-101.1,49.63,45.0,4,41.7,Fair
0.123,-94.65,-74.78,-19.5,-9.92,-90.2,81.08,46.0,1,18.95,Poor
0.711,-105.36,-87.65,-16.96,-4.59,-103.89,18.24,36.0,2,31.62,Poor
0.3,-94.48,-80.26,-14.51,-0.85,-99.16,55.16,47.0,1,47.58,Fair
0.183,-86.6,-65.13,-19.5,11.79,-105.56,13.95,31.0,0,47.93,Fair
0.051,-90.27,-64.74,-19.5,4.32,-99.11,48.63,50.0,0,40.62,Fair
0.123,-85.97,-72.68,-13.89,11.1,-102.31,33.07,36.0,0,48.28,Fair
1.342,-103.39,-81.18,-19.5,-0.76,-111.22,15.99,25.0,2,35.69,Fair
0.164,-84.36,-67.77,-15.12,14.93,-104.94,23.67,36.0,0,55.7,Good
0.083,-85.3,-68.3,-17.31,11.11,-102.08,45.49,49.0,1,51.78,Fair
0.278,-94.11,-75.3,-18.3,-10.0,-91.91,70.27,71.0,3,18.27,Poor
0.165,-90.87,-76.49,-15.28,4.36,-100.44,38.61,46.0,1,34.16,Poor
0.02,-72.02,-54.13,-16.95,15.94,-93.15,42.35,43.0,3,56.02,Good
0.176,-93.07,-79.9,-12.73,-4.5,-95.35,66.26,,0,32.47,Poor
0.353,-98.55,-79.12,-18.22,-4.38,-98.48,34.65,38.0,1,29.71,Poor
0.361,-93.44,-68.74,-19.5,-7.98,-88.36,85.45,65.0,0,13.73,Poor
0.198,-89.47,-73.39,-16.3,2.73,-91.68,59.57,66.0,2,39.69,Fair
0.267,-90.59,-73.1,-15.58,-5.07,-94.33,38.07,36.0,1,30.8,Poor
1.515,-106.76,-89.12,-15.88,-7.42,-102.8,30.9,38.0,4,24.97,Poor
0.213,-87.8,-66.84,-19.5,13.0,-105.29,23.66,32.0,4,44.49,Fair
0.134,-83.12,,-19.5,19.22,-103.94,23.51,33.0,1,52.89,Fair
0.126,-93.01,-72.25,-19.5,14.95,-114.03,10.91,28.0,2,45.97,Fair
0.275,-96.25,-79.77,-17.0,-8.36,-95.43,57.08,54.0,2,28.29,Poor
0.641,-101.08,-81.78,-18.75,-3.58,-106.06,28.35,38.0,3,31.27,Poor
0.104,-84.5,-76.6,-7.31,6.0,-97.92,54.76,45.0,2,58.87,Good
0.556,-101.6,-81.59,-19.5,-2.24,-104.47,27.94,,3,34.34,Poor
0.02,-66.8,-52.45,-15.09,14.27,-89.21,73.56,76.0,1,56.15,Good
0.244,-83.87,-66.86,-17.76,8.45,-96.58,53.34,47.0,5,52.48,Fair
0.673,-99.83,-79.59,-19.5,3.68,-109.6,7.16,19.0,3,35.79,Fair
0.186,-89.1,-75.71,-13.23,5.57,-99.5,49.01,61.0,0,51.32,Fair
0.373,-92.07,-70.8,-19.5,6.07,-104.13,29.02,34.0,2,34.98,Poor
0.103,-91.82,-74.2,-19.09,3.81,-99.19,24.77,33.0,0,37.99,Fair
0.61,-99.6,-77.24,-19.5,6.47,-106.06,22.54,35.0,2,48.06,Fair
0.024,-68.1,-52.81,-16.65,14.24,-90.52,65.66,61.0,1,51.02,Fair
0.861,-105.29,-92.73,-12.74,-6.85,-100.12,45.53,44.0,1,25.44,Poor
0.099,-88.94,-71.03,-18.7,4.22,-99.93,79.81,71.0,0,32.27,Poor
0.934,-104.16,-84.39,-18.7,-3.42,-111.42,22.5,42.0,2,29.53,Poor
0.196,-90.11,-70.1,-19.28,9.38,-102.97,37.63,38.0,1,42.91,Fair
0.577,-102.88,-88.28,-14.94,-10.0,-88.33,75.03,73.0,1,24.31,Poor
0.173,-80.43,-67.3,-11.68,21.22,-106.75,18.04,31.0,0,66.42,Good
1.064,-106.46,-89.4,-15.94,-10.0,-97.68,61.48,47.0,2,23.18,Poor
0.061,-84.45,,-19.5,7.23,-97.33,53.74,50.0,2,34.95,Poor
0.088,-83.41,-64.01,-19.08,1.67,-93.19,59.92,54.0,0,34.96,Poor
0.306,-90.1,-67.39,-19.5,17.45,-111.19,6.51,,1,50.07,Fair
0.038,-75.86,-58.98,-17.46,6.15,-90.46,77.59,62.0,1,40.13,Fair
0.098,-81.98,-69.52,-13.57,12.59,-99.85,50.93,45.0,1,56.51,Good
1.295,-109.74,-88.15,-19.5,-10.0,-96.44,39.06,55.0,5,26.7,Poor
1.688,-102.6,-84.01,-17.95,-10.0,-83.6,82.39,78.0,0,20.58,Poor
0.212,-88.34,-69.49,-19.27,11.96,-105.77,11.27,23.0,1,54.87,Fair
1.155,-101.07,-80.77,-19.5,-7.35,-97.46,61.63,53.0,3,19.52,Poor
0.354,-93.55,-71.76,-19.5,4.04,-101.71,40.87,51.0,3,36.72,Fair
0.141,-83.77,-65.84,-18.59,9.53,-99.17,45.48,44.0,1,49.1,Fair
0.545,-102.24,-80.71,-19.5,9.39,-115.08,3.21,20.0,3,45.18,Fair
0.484,-99.68,-80.02,-19.5,-10.0,-86.61,83.16,,4,15.83,Poor
2.035,-104.79,-88.75,-15.78,2.65,-112.12,16.88,23.0,3,45.07,Fair
0.139,-80.66,-63.36,-18.26,21.04,-109.57,23.58,33.0,2,62.51,Good
0.502,-102.61,-82.76,-19.5,2.69,-110.84,6.97,31.0,2,35.61,Fair
0.024,-70.97,-55.1,-17.62,30.0,-110.19,14.49,35.0,3,73.09,Good
0.054,-80.58,-59.92,-19.5,14.55,-99.2,32.18,32.0,0,51.76,Fair
0.02,-73.23,-54.76,-19.5,21.39,-99.79,41.01,51.0,0,56.75,Good
3.386,-113.46,-94.31,-19.5,-10.0,-93.63,64.67,59.0,4,19.71,Poor
0.729,-96.71,-74.39,-19.5,-4.47,-98.26,39.47,54.0,2,29.1,Poor
0.695,-99.05,-79.98,-19.5,-10.0,-92.72,43.51,57.0,3,24.17,Poor
0.321,-95.43,-77.21,-17.99,4.95,-107.96,18.39,40.0,2,30.28,Poor
0.161,-86.11,-68.35,-17.04,5.82,-97.27,51.82,52.0,2,49.39,Fair
0.074,-82.92,-65.32,-17.63,12.33,-103.38,15.25,23.0,4,55.52,Good
0.151,-85.97,-67.04,-18.97,18.58,-108.07,22.7,28.0,1,62.1,Good
0.212,-84.99,-62.9,-19.5,6.48,-97.89,40.66,54.0,2,46.96,Fair
0.635,-108.38,-92.22,-16.36,-10.0,-96.41,67.46,61.0,3,18.52,Poor
0.349,-91.7,-75.76,-14.63,5.94,-100.61,35.71,38.0,3,44.07,Fair
0.036,-81.59,-59.73,-19.5,11.48,-99.05,43.25,39.0,0,41.36,Fair
0.02,-65.53,-49.23,-16.86,30.0,-105.15,22.96,39.0,3,73.73,Good
0.049,-80.45,-61.81,-19.5,17.45,-106.06,28.12,30.0,2,54.78,Fair
0.238,-96.43,-80.21,-14.18,-4.35,-98.25,37.86,34.0,1,34.69,Poor
1.218,-102.94,-89.98,-13.86,-8.12,-101.67,25.86,32.0,1,36.88,Fair
0.457,-95.75,,-18.94,8.34,-107.77,21.07,43.0,3,40.67,Fair
0.728,-105.26,-83.91,-19.5,-10.0,-92.49,56.1,,1,19.09,Poor
0.283,-98.07,-80.25,-17.15,-0.11,-98.47,41.13,37.0,1,27.22,Poor
0.202,-90.9,-77.34,-11.51,5.89,-99.03,32.76,39.0,0,40.13,Fair
0.052,-83.24,-64.91,-19.02,8.03,-97.44,62.88,53.0,0,33.62,Poor
0.939,-107.71,-91.98,-17.29,-8.34,-105.24,26.22,31.0,3,24.67,Poor
0.688,-100.3,-90.16,-11.63,-1.79,-100.8,45.61,53.0,1,40.27,Fair
0.083,-86.33,-68.57,-16.03,9.77,-101.37,19.26,36.0,1,48.7,Fair
0.323,-92.51,-72.95,-19.5,-3.21,-94.41,62.1,65.0,2,30.89,Poor
0.301,-87.63,-66.1,-19.5,2.75,-99.29,53.82,59.0,3,30.46,Poor
0.441,-97.51,-74.24,-19.5,-10.0,-94.51,69.46,61.0,1,22.77,Poor
1.315,-105.86,-85.91,-18.94,-10.0,-99.11,62.0,61.0,1,19.09,Poor
0.39,-87.77,-66.97,-19.5,12.19,-104.13,9.45,27.0,3,54.21,Fair
0.35,-99.65,-85.5,-14.29,-10.0,-92.76,50.15,54.0,3,26.01,Poor
0.023,-66.92,-44.06,-19.5,30.0,-107.71,29.4,35.0,2,65.53,Good
0.029,-69.33,-47.53,-19.5,22.52,-94.88,63.73,45.0,1,61.24,Good
0.093,-80.08,-63.18,-16.22,8.77,-93.22,74.11,83.0,2,44.52,Fair
0.02,-65.28,-45.23,-19.5,30.0,-108.71,17.93,31.0,1,66.6,Good
0.612,-98.63,-78.88,-19.5,-1.09,-103.14,24.52,41.0,0,33.03,Poor
0.578,-101.59,-79.18,-19.5,-10.0,-88.34,65.44,46.0,0,12.38,Poor
0.066,-76.12,-58.57,-17.79,14.74,-96.81,48.47,53.0,3,48.72,Fair
0.814,-97.69,-81.93,-17.18,-10.0,-81.1,63.62,72.0,4,24.46,Poor
0.076,-77.27,,-15.34,26.17,-106.82,7.41,27.0,1,74.75,Good
0.161,-88.03,-67.34,-19.5,3.73,-94.71,60.93,50.0,1,29.85,Poor
0.129,-89.13,-76.89,-12.26,-2.56,-90.29,88.28,76.0,2,41.58,Fair
0.21,-89.7,-80.69,-9.96,-3.02,-88.83,68.71,59.0,2,34.84,Poor
0.132,-82.73,-62.04,-19.5,10.45,-98.93,46.89,49.0,1,47.83,Fair
0.302,-89.53,,-18.69,7.87,-99.32,35.17,40.0,1,46.04,Fair
0.235,-93.19,-75.14,-18.33,2.57,-101.65,35.55,36.0,1,34.84,Poor
1.94,-108.5,-94.41,-13.37,-10.0,-102.51,21.93,31.0,1,36.59,Fair
0.026,-77.83,-64.96,-11.22,28.46,-111.98,15.48,33.0,4,79.01,Excellent
0.069,-76.96,,-16.96,13.84,-96.18,41.73,52.0,0,48.85,Fair
0.024,-75.24,-56.15,-19.5,24.9,-102.68,20.6,38.0,1,55.21,Good
0.442,-93.79,-77.55,-17.22,7.61,-108.62,15.74,34.0,0,46.39,Fair
0.025,-76.97,-56.27,-19.5,10.33,-91.41,70.17,,2,46.09,Fair
0.815,-98.11,-82.97,-14.67,-9.82,-93.49,69.32,53.0,3,25.28,Poor
0.323,-92.92,-76.48,-14.28,4.9,-102.36,55.58,52.0,1,45.64,Fair
0.337,-97.7,-77.59,-19.5,1.3,-106.41,32.95,45.0,4,39.65,Fair
0.371,-92.65,-75.78,-16.93,3.98,-102.88,35.38,48.0,1,38.73,Fair
0.084,-84.98,-67.96,-16.32,12.5,-98.47,56.04,54.0,2,36.12,Fair
0.099,-81.01,-64.94,-15.7,15.16,-104.94,16.01,27.0,3,63.05,Good
0.173,-89.9,-74.38,-15.12,-2.52,-93.45,52.79,58.0,0,28.39,Poor
0.405,-103.06,-83.99,-17.19,-10.0,-96.99,57.6,56.0,2,19.37,Poor
0.106,-88.53,-69.08,-18.6,8.63,-102.14,37.62,49.0,1,39.58,Fair
0.056,-80.79,-62.1,-17.78,21.15,-108.89,21.53,31.0,0,58.08,Good
1.58,-102.5,-86.35,-16.99,-9.05,-99.23,42.55,50.0,3,22.8,Poor
0.02,-66.84,-49.44,-16.66,24.04,-96.75,45.34,47.0,1,68.52,Good
0.73,-94.79,-72.0,-19.5,7.77,-108.54,15.63,33.0,3,42.58,Fair
0.698,-94.28,-80.54,-13.72,-2.29,-99.14,38.84,39.0,3,47.35,Fair
0.159,-90.21,-66.55,-19.5,8.84,-106.47,4.32,21.0,1,44.79,Fair
0.066,-81.22,-62.92,-18.44,8.99,-95.7,83.8,69.0,2,34.57,Poor
0.071,-82.77,-65.31,-16.87,12.56,-99.27,33.32,40.0,2,52.88,Fair
0.538,-101.32,-80.46,-19.5,-8.65,-99.68,54.38,53.0,4,27.3,Poor
0.463,-104.7,-92.9,-12.94,-10.0,-96.81,43.79,43.0,2,25.9,Poor
0.687,-100.81,-78.67,-19.5,-10.0,-90.04,59.51,56.0,0,25.8,Poor
1.248,-111.07,-87.5,-19.5,-9.79,-107.14,30.51,34.0,3,17.6,Poor
0.53,-98.64,-77.37,-19.02,-1.66,-103.28,29.58,24.0,1,32.45,Poor
0.076,-73.29,-61.6,-11.27,16.16,-94.89,57.33,,3,61.88,Good
0.126,-88.08,-67.79,-19.5,0.19,-94.29,48.55,53.0,2,34.16,Poor
0.831,-101.62,-78.68,-19.5,-9.79,-96.48,65.29,47.0,4,21.26,Poor
0.106,-80.94,-58.31,-19.5,18.48,-100.72,42.1,50.0,2,51.79,Fair
0.034,-73.73,-59.95,-12.23,28.84,-107.74,22.07,34.0,0,73.57,Good
0.547,-97.6,-76.55,-19.5,-3.41,-98.63,38.68,49.0,1,29.7,Poor
0.232,-92.79,-69.4,-19.5,14.18,-111.48,25.78,42.0,0,43.31,Fair
1.137,-106.05,-87.96,-16.25,-10.0,-89.82,69.14,73.0,3,21.95,Poor
0.473,-101.35,-87.71,-13.21,-0.67,-103.41,19.07,24.0,2,38.03,Fair
0.043,-73.41,-52.93,-19.29,30.0,-106.38,22.29,37.0,3,70.37,Good
1.329,-113.44,-92.28,-19.5,-10.0,-100.55,43.05,52.0,1,21.5,Poor
0.135,-82.76,-65.18,-16.88,17.35,-106.85,13.05,29.0,3,55.14,Good
0.185,-95.01,-80.58,-13.85,,-93.03,85.41,69.0,1,29.75,Poor
0.232,-87.48,-66.54,-19.5,9.46,-103.69,25.04,33.0,0,38.84,Fair
0.024,-73.26,-57.56,-15.06,21.6,-98.89,44.29,52.0,1,56.37,Good
0.309,-98.75,-79.56,-19.17,-0.73,-103.81,35.89,42.0,2,37.5,Fair
0.059,-77.28,-54.6,-19.5,10.1,-92.11,53.6,44.0,3,49.15,Fair
0.231,-87.58,-74.56,-13.24,18.61,-110.46,18.47,32.0,3,62.51,Good
0.194,-91.57,-70.85,-19.5,5.5,-102.6,36.59,44.0,1,38.7,Fair
0.667,-97.61,-80.23,-16.18,-10.0,-86.41,70.17,60.0,4,21.63,Poor
0.731,-110.44,-92.98,-18.72,-10.0,-100.35,55.14,41.0,2,15.58,Poor
0.075,-86.89,-67.35,-19.5,8.51,-102.56,18.94,31.0,0,48.26,Fair
0.205,-85.13,-69.44,-15.4,9.49,-97.03,56.87,47.0,2,40.56,Fair
0.21,-91.39,-76.92,-17.29,5.71,-100.05,28.69,47.0,3,38.97,Fair
0.074,-88.94,-76.29,-13.52,6.78,-102.85,29.1,46.0,1,50.79,Fair
0.721,-103.96,-82.27,-19.37,-10.0,-92.34,62.4,56.0,2,14.93,Poor
0.553,-102.56,-85.68,-16.24,-2.62,-105.74,17.73,30.0,2,37.09,Fair
0.095,-84.31,-64.6,-19.14,13.33,-101.72,32.47,30.0,1,42.11,Fair
0.206,-91.78,-75.24,-15.51,4.9,-100.28,39.74,50.0,3,46.78,Fair
0.05,-77.49,-62.98,-14.1,22.45,-103.56,23.82,34.0,3,60.72,Good
0.445,-97.27,-77.31,-18.69,-0.36,-101.17,38.5,39.0,2,34.42,Poor
0.058,-74.01,-55.03,-18.63,21.89,-100.23,37.51,50.0,0,56.07,Good
1.919,-107.97,-90.68,-18.23,-6.53,-105.9,28.2,38.0,3,29.58,Poor
0.683,-98.87,-79.96,-17.56,-1.55,-101.53,48.54,46.0,2,19.99,Poor
0.223,-86.33,-71.21,-16.02,1.6,-91.77,84.98,74.0,0,31.91,Poor
0.389,-97.37,-76.19,-19.5,-7.49,-93.56,51.65,48.0,2,22.63,Poor
1.09,-109.81,-87.93,-19.5,-10.0,-96.49,54.71,50.0,2,19.01,Poor
0.363,-90.4,-70.13,-19.5,-3.98,-92.92,77.26,58.0,6,26.13,Poor
0.086,-82.28,-65.39,-17.77,8.58,-96.07,43.59,41.0,1,48.21,Fair
0.214,-90.1,-71.92,-18.32,2.87,-102.03,40.81,51.0,0,39.17,Fair
0.834,-104.96,-82.26,-19.5,1.02,-112.37,13.9,24.0,5,40.1,Fair
0.465,-99.84,-77.99,-19.5,-10.0,-93.26,65.13,68.0,2,24.83,Poor
0.473,-94.14,-70.15,-19.5,3.78,-105.48,23.75,27.0,3,40.3,Fair
0.907,-99.23,-83.57,-16.69,4.35,-108.88,16.82,31.0,1,43.86,Fair
1.01,-100.96,-85.57,-15.05,-10.0,-89.76,68.72,60.0,1,21.94,Poor
1.135,-101.94,-83.54,-18.65,-10.0,-96.44,42.6,37.0,2,28.89,Poor
0.045,-74.95,-55.73,-18.46,10.17,-88.69,85.21,84.0,1,33.04,Poor
0.353,-94.47,-76.89,-16.78,4.47,-104.82,42.49,64.0,3,39.41,Fair
0.607,-100.38,-83.55,-16.71,9.04,-111.13,1.86,22.0,4,46.3,Fair
0.636,-95.25,-73.45,-18.61,-0.07,-99.58,36.54,56.0,1,38.87,Fair
0.42,-97.98,-80.25,-16.95,0.3,-106.36,10.92,25.0,6,47.47,Fair
0.082,-80.91,-66.56,-13.55,16.28,-103.29,19.28,24.0,2,57.54,Good
0.718,-104.36,-89.66,-15.85,-7.82,-97.88,51.54,43.0,1,20.02,Poor
0.573,-101.82,-83.07,-19.5,-5.0,-103.88,32.4,46.0,1,38.72,Fair
0.041,-77.31,-50.3,-19.5,25.28,-107.0,8.29,26.0,0,64.52,Good
0.28,-96.2,-81.13,-15.57,-3.43,-97.42,47.27,47.0,0,35.07,Fair
0.086,-79.6,-62.54,-15.66,16.31,-100.48,39.55,42.0,3,60.95,Good
0.185,-94.79,-69.58,-19.5,-5.51,-91.21,55.17,49.0,4,26.27,Poor
0.02,-70.05,-53.5,-18.13,23.94,-99.34,43.79,42.0,1,62.96,Good
0.23,-90.75,-71.38,-19.5,2.72,-96.64,64.98,66.0,3,30.31,Poor
0.359,-102.37,-78.75,-19.5,0.92,-110.9,15.1,30.0,2,31.08,Poor
0.435,-98.55,-83.41,-14.57,-6.7,-95.69,62.63,65.0,2,27.83,Poor
0.49,-96.8,-79.73,-16.38,7.9,-111.02,18.05,32.0,3,45.95,Fair
0.814,-100.51,-83.97,-16.97,-10.0,-95.32,51.56,49.0,6,23.04,Poor
0.109,-85.66,-72.21,-15.37,4.91,-96.54,65.08,53.0,2,34.22,Poor
0.058,-76.68,-53.97,-19.5,14.01,-91.75,68.1,66.0,2,48.77,Fair
0.858,-103.12,-86.88,-17.09,-10.0,-90.0,76.68,78.0,0,16.94,Poor
0.077,-81.75,-66.38,-16.5,2.99,-91.17,56.44,63.0,0,40.39,Fair
1.656,-107.38,-90.71,-17.06,-4.8,-105.95,17.12,30.0,2,32.06,Poor
0.832,-98.7,-77.92,-19.5,-7.24,-95.47,38.26,40.0,1,27.94,Poor
0.313,-96.63,-78.29,-18.02,1.38,-99.54,58.02,52.0,1,33.67,Poor
1.794,-111.03,-95.4,-16.8,-10.0,-96.98,59.46,58.0,4,19.52,Poor
0.046,-80.14,-60.91,-19.5,21.33,-108.28,8.8,28.0,2,41.45,Fair
0.162,-89.6,-69.16,-19.5,11.82,-104.37,10.78,32.0,0,51.56,Fair
0.458,-91.52,-73.59,-17.69,-0.96,-95.62,28.73,,2,29.55,Poor
0.194,-87.5,-70.21,-17.37,13.6,-107.12,37.58,40.0,0,56.09,Good
1.186,-110.02,-88.97,-19.5,-10.0,-87.25,60.27,57.0,2,15.67,Poor
0.031,-76.38,-58.92,-18.33,8.24,-90.53,70.94,74.0,1,49.46,Fair
0.359,-93.63,-70.8,-19.5,-1.59,-99.65,39.71,39.0,3,30.91,Poor
0.402,-99.74,-84.01,-16.49,6.12,-103.99,25.88,24.0,0,38.16,Fair
0.476,-100.47,-84.81,-14.95,-4.11,-102.12,42.96,43.0,0,35.76,Fair
0.133,-81.15,-65.87,-13.86,6.98,-93.53,71.02,,2,50.16,Fair
0.204,-92.69,-75.41,-17.08,-6.78,-91.99,77.46,73.0,1,25.91,Poor
0.835,-98.63,-80.62,-19.15,-2.85,-101.99,44.9,43.0,2,28.8,Poor
0.098,-78.85,-64.83,-13.24,9.79,-93.31,58.26,48.0,2,52.08,Fair
